epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
27,2020-07-01,9,RS,Picada Café,4314423,city,3,52.2466,0,0,0,0.0,5742,True,False
27,2020-07-01,19,RS,Pinhal,4314456,city,2,77.54944,0,0,0,0.0,2579,True,False
27,2020-07-01,21,RS,Pinheirinho do Vale,4314498,city,8,164.23732,6,0,0,0.0,4871,True,False
27,2020-07-01,30,RS,Pinheiro Machado,4314506,city,3,24.44789,0,0,0,0.0,12271,True,False
27,2020-07-01,58,RS,Pinto Bandeira,4314548,city,6,199.8002,0,1,0,0.1667,3003,True,False
27,2020-07-01,98,RS,Piratini,4314605,city,6,29.03741,0,1,0,0.1667,20663,True,False
27,2020-07-01,55,RS,Planalto,4314704,city,41,406.58469,1,1,0,0.0244,10084,True,False
27,2020-07-01,60,RS,Poço das Antas,4314753,city,54,2573.87989,0,0,0,0.0,2098,True,False
27,2020-07-01,68,RS,Pontão,4314779,city,13,332.9918,1,1,0,0.0769,3904,True,False
27,2020-07-01,27,RS,Ponte Preta,4314787,city,10,646.41241,0,0,0,0.0,1547,True,False
27,2020-07-01,52,RS,Portão,4314803,city,82,221.14944,1,1,0,0.0122,37079,True,False
27,2020-07-01,113,RS,Porto Alegre,4314902,city,2700,181.96878,111,92,3,0.0341,1483771,True,False
27,2020-07-01,43,RS,Porto Mauá,4315057,city,1,42.123,0,0,0,0.0,2374,True,False
27,2020-07-01,22,RS,Porto Xavier,4315107,city,37,361.11653,0,0,0,0.0,10246,True,False
27,2020-07-01,58,RS,Pouso Novo,4315131,city,4,244.05125,1,0,0,0.0,1639,True,False
27,2020-07-01,17,RS,Presidente Lucena,4315149,city,36,1240.9514,2,0,0,0.0,2901,True,False
27,2020-07-01,52,RS,Progresso,4315156,city,23,368.35362,0,0,0,0.0,6244,True,False
27,2020-07-01,28,RS,Protásio Alves,4315172,city,5,256.80534,0,0,0,0.0,1947,True,False
27,2020-07-01,69,RS,Quaraí,4315305,city,22,96.97183,0,2,0,0.0909,22687,True,False
27,2020-07-01,31,RS,Quatro Irmãos,4315313,city,1,54.08329,0,0,0,0.0,1849,True,False
27,2020-07-01,9,RS,Quevedos,4315321,city,2,71.73601,0,0,0,0.0,2788,True,False
27,2020-07-01,16,RS,Quinze de Novembro,4315354,city,1,26.34352,0,0,0,0.0,3796,True,False
27,2020-07-01,42,RS,Redentora,4315404,city,5,43.29379,0,0,0,0.0,11549,True,False
27,2020-07-01,5,RS,Relvado,4315453,city,1,47.84689,0,0,0,0.0,2090,True,False
27,2020-07-01,51,RS,Restinga Sêca,4315503,city,22,139.33751,0,1,0,0.0455,15789,True,False
27,2020-07-01,43,RS,Rio dos Índios,4315552,city,7,254.36047,1,0,0,0.0,2752,True,False
27,2020-07-01,101,RS,Rio Grande,4315602,city,199,94.31056,2,4,0,0.0201,211005,True,False
27,2020-07-01,80,RS,Rio Pardo,4315701,city,23,60.09144,1,3,0,0.1304,38275,True,False
27,2020-07-01,62,RS,Roca Sales,4315800,city,36,315.9835,0,2,0,0.0556,11393,True,False
27,2020-07-01,12,RS,Rodeio Bonito,4315909,city,2,34.08897,0,0,0,0.0,5867,True,False
27,2020-07-01,98,RS,Rolante,4316006,city,23,107.73338,0,0,0,0.0,21349,True,False
27,2020-07-01,48,RS,Ronda Alta,4316105,city,44,415.05518,0,0,0,0.0,10601,True,False
27,2020-07-01,30,RS,Rondinha,4316204,city,5,97.46589,0,0,0,0.0,5130,True,False
27,2020-07-01,23,RS,Roque Gonzales,4316303,city,8,116.83949,0,0,0,0.0,6847,True,False
27,2020-07-01,72,RS,Rosário do Sul,4316402,city,35,88.78291,1,0,0,0.0,39422,True,False
27,2020-07-01,23,RS,Sagrada Família,4316428,city,2,76.65772,0,0,0,0.0,2609,True,False
27,2020-07-01,64,RS,Saldanha Marinho,4316436,city,37,1396.22642,0,4,0,0.1081,2650,True,False
27,2020-07-01,43,RS,Salto do Jacuí,4316451,city,29,232.95044,0,0,0,0.0,12449,True,False
27,2020-07-01,69,RS,Salvador do Sul,4316501,city,8,102.57725,0,0,0,0.0,7799,True,False
27,2020-07-01,88,RS,Sananduva,4316600,city,35,215.11985,1,0,0,0.0,16270,True,False
27,2020-07-01,67,RS,Santa Bárbara do Sul,4316709,city,3,37.52815,0,0,0,0.0,7994,True,False
27,2020-07-01,35,RS,Santa Cecília do Sul,4316733,city,16,976.205,1,0,0,0.0,1639,True,False
27,2020-07-01,70,RS,Santa Clara do Sul,4316758,city,24,363.47115,0,0,0,0.0,6603,True,False
27,2020-07-01,88,RS,Santa Cruz do Sul,4316808,city,165,126.51822,8,1,0,0.0061,130416,True,False
27,2020-07-01,5,RS,Santa Margarida do Sul,4316972,city,2,78.06401,0,0,0,0.0,2562,True,False
27,2020-07-01,102,RS,Santa Maria,4316907,city,579,205.22963,1,17,0,0.0294,282123,True,False
27,2020-07-01,19,RS,Santa Maria do Herval,4316956,city,19,300.11057,2,0,0,0.0,6331,True,False
27,2020-07-01,104,RS,Sant'Ana do Livramento,4317103,city,128,166.1755,5,2,0,0.0156,77027,True,False
27,2020-07-01,97,RS,Santa Rosa,4317202,city,99,135.1462,7,2,0,0.0202,73254,True,False
27,2020-07-01,58,RS,Santa Tereza,4317251,city,12,694.0428,0,1,0,0.0833,1729,True,False
27,2020-07-01,34,RS,Santa Vitória do Palmar,4317301,city,20,67.39453,0,0,0,0.0,29676,True,False
27,2020-07-01,101,RS,Santiago,4317400,city,113,228.62924,6,0,0,0.0,49425,True,False
27,2020-07-01,65,RS,Santo Ângelo,4317509,city,177,228.11336,0,15,0,0.0847,77593,True,False
27,2020-07-01,102,RS,Santo Antônio da Patrulha,4317608,city,62,144.54236,4,2,1,0.0323,42894,True,False
27,2020-07-01,7,RS,Santo Antônio das Missões,4317707,city,1,9.82801,0,0,0,0.0,10175,True,False
27,2020-07-01,42,RS,Santo Antônio do Palma,4317558,city,15,704.88722,0,0,0,0.0,2128,True,False
27,2020-07-01,29,RS,Santo Augusto,4317806,city,3,21.60605,0,1,0,0.3333,13885,True,False
27,2020-07-01,80,RS,Santo Cristo,4317905,city,10,70.14098,0,0,0,0.0,14257,True,False
27,2020-07-01,2,RS,Santo Expedito do Sul,4317954,city,1,43.02926,0,0,0,0.0,2324,True,False
27,2020-07-01,52,RS,São Borja,4318002,city,49,81.28463,0,2,0,0.0408,60282,True,False
27,2020-07-01,93,RS,São Domingos do Sul,4318051,city,16,520.49447,0,0,0,0.0,3074,True,False
27,2020-07-01,25,RS,São Francisco de Assis,4318101,city,5,27.27025,0,1,0,0.2,18335,True,False
27,2020-07-01,33,RS,São Francisco de Paula,4318200,city,19,87.51727,4,0,0,0.0,21710,True,False
27,2020-07-01,91,RS,São Gabriel,4318309,city,212,341.35738,10,8,0,0.0377,62105,True,False
27,2020-07-01,48,RS,São Jerônimo,4318408,city,36,148.46585,0,1,0,0.0278,24248,True,False
27,2020-07-01,42,RS,São João da Urtiga,4318424,city,3,64.41915,0,0,0,0.0,4657,True,False
27,2020-07-01,88,RS,São Jorge,4318440,city,13,460.33994,0,0,0,0.0,2824,True,False
27,2020-07-01,63,RS,São José das Missões,4318457,city,1,39.41663,0,0,0,0.0,2537,True,False
27,2020-07-01,48,RS,São José do Herval,4318465,city,14,710.29934,0,0,0,0.0,1971,True,False
27,2020-07-01,29,RS,São José do Hortêncio,4318481,city,10,208.15987,0,0,0,0.0,4804,True,False
27,2020-07-01,35,RS,São José do Norte,4318507,city,10,36.27394,0,1,0,0.1,27568,True,False
27,2020-07-01,37,RS,São José do Ouro,4318606,city,3,43.27131,0,0,0,0.0,6933,True,False
27,2020-07-01,10,RS,São José do Sul,4318614,city,6,249.16944,2,0,0,0.0,2408,True,False
27,2020-07-01,103,RS,São Leopoldo,4318705,city,875,369.45553,41,17,2,0.0194,236835,True,False
27,2020-07-01,87,RS,São Lourenço do Sul,4318804,city,14,32.12335,0,0,0,0.0,43582,True,False
27,2020-07-01,59,RS,São Luiz Gonzaga,4318903,city,23,68.72236,0,3,1,0.1304,33468,True,False
27,2020-07-01,59,RS,São Marcos,4319000,city,53,245.87122,5,0,0,0.0,21556,True,False
27,2020-07-01,36,RS,São Martinho,4319109,city,10,184.29783,0,0,0,0.0,5426,True,False
27,2020-07-01,30,RS,São Martinho da Serra,4319125,city,5,154.6073,0,0,0,0.0,3234,True,False
27,2020-07-01,6,RS,São Miguel das Missões,4319158,city,11,143.35983,3,0,0,0.0,7673,True,False
27,2020-07-01,21,RS,São Paulo das Missões,4319307,city,1,17.27116,0,0,0,0.0,5790,True,False
27,2020-07-01,33,RS,São Pedro da Serra,4319356,city,12,315.70639,0,0,0,0.0,3801,True,False
27,2020-07-01,3,RS,São Pedro das Missões,4319364,city,4,199.10403,0,0,0,0.0,2009,True,False
27,2020-07-01,1,RS,São Pedro do Butiá,4319372,city,1,33.93281,1,0,0,0.0,2947,True,False
27,2020-07-01,28,RS,São Pedro do Sul,4319406,city,3,18.52081,1,0,0,0.0,16198,True,False
27,2020-07-01,92,RS,São Sebastião do Caí,4319505,city,78,303.67919,2,1,0,0.0128,25685,True,False
27,2020-07-01,36,RS,São Sepé,4319604,city,46,194.74197,0,2,0,0.0435,23621,True,False
27,2020-07-01,42,RS,São Valentim,4319703,city,26,788.11761,1,1,0,0.0385,3299,True,False
27,2020-07-01,53,RS,São Valentim do Sul,4319711,city,3,133.8091,0,0,0,0.0,2242,True,False
27,2020-07-01,55,RS,São Valério do Sul,4319737,city,1,36.67033,0,0,0,0.0,2727,True,False
27,2020-07-01,48,RS,São Vendelino,4319752,city,5,222.91574,0,0,0,0.0,2243,True,False
27,2020-07-01,33,RS,São Vicente do Sul,4319802,city,2,22.93315,0,1,0,0.5,8721,True,False
27,2020-07-01,106,RS,Sapiranga,4319901,city,94,115.00722,18,4,1,0.0426,81734,True,False
27,2020-07-01,91,RS,Sapucaia do Sul,4320008,city,319,226.12086,19,11,1,0.0345,141075,True,False
27,2020-07-01,83,RS,Sarandi,4320107,city,76,310.34342,0,1,0,0.0132,24489,True,False
27,2020-07-01,43,RS,Seberi,4320206,city,32,297.67442,2,1,0,0.0312,10750,True,False
27,2020-07-01,35,RS,Selbach,4320305,city,4,78.43137,0,0,0,0.0,5100,True,False
27,2020-07-01,103,RS,Serafina Corrêa,4320404,city,218,1245.57193,9,1,0,0.0046,17502,True,False
27,2020-07-01,58,RS,Sério,4320453,city,4,203.8736,0,0,0,0.0,1962,True,False
27,2020-07-01,58,RS,Sertão,4320503,city,32,590.95106,0,1,0,0.0312,5415,True,False
27,2020-07-01,9,RS,Sertão Santana,4320552,city,1,15.41782,0,0,0,0.0,6486,True,False
27,2020-07-01,7,RS,Severiano de Almeida,4320602,city,1,27.34482,0,0,0,0.0,3657,True,False
27,2020-07-01,75,RS,Soledade,4320800,city,52,167.73111,1,1,0,0.0192,31002,True,False
27,2020-07-01,87,RS,Tabaí,4320859,city,12,254.29116,0,0,0,0.0,4719,True,False
27,2020-07-01,68,RS,Tapejara,4320909,city,162,671.8925,5,1,0,0.0062,24111,True,False
27,2020-07-01,27,RS,Tapera,4321006,city,7,66.13757,0,1,0,0.1429,10584,True,False
27,2020-07-01,27,RS,Tapes,4321105,city,5,28.90173,0,0,0,0.0,17300,True,False
27,2020-07-01,105,RS,Taquara,4321204,city,25,43.50398,2,0,0,0.0,57466,True,False
27,2020-07-01,94,RS,Taquari,4321303,city,146,543.51873,3,2,0,0.0137,26862,True,False
27,2020-07-01,5,RS,Tavares,4321352,city,2,36.48969,0,0,0,0.0,5481,True,False
27,2020-07-01,40,RS,Tenente Portela,4321402,city,24,177.97553,0,0,0,0.0,13485,True,False
27,2020-07-01,59,RS,Terra de Areia,4321436,city,35,312.38843,0,0,0,0.0,11204,True,False
27,2020-07-01,80,RS,Teutônia,4321451,city,298,896.72605,9,2,0,0.0067,33232,True,False
27,2020-07-01,78,RS,Tio Hugo,4321469,city,5,165.0165,0,1,0,0.2,3030,True,False
27,2020-07-01,29,RS,Tiradentes do Sul,4321477,city,13,227.91024,0,2,0,0.1538,5704,True,False
27,2020-07-01,103,RS,Torres,4321501,city,89,229.78416,3,1,0,0.0112,38732,True,False
27,2020-07-01,91,RS,Tramandaí,4321600,city,71,137.29092,1,4,0,0.0563,51715,True,False
27,2020-07-01,35,RS,Travesseiro,4321626,city,2,85.61644,0,0,0,0.0,2336,True,False
27,2020-07-01,59,RS,Três Arroios,4321634,city,6,224.88756,0,0,0,0.0,2668,True,False
27,2020-07-01,68,RS,Três Cachoeiras,4321667,city,54,488.55514,0,1,0,0.0185,11053,True,False
27,2020-07-01,5,RS,Três Coroas,4321709,city,2,7.08717,0,0,0,0.0,28220,True,False
27,2020-07-01,34,RS,Três de Maio,4321808,city,7,29.28135,0,0,0,0.0,23906,True,False
27,2020-07-01,58,RS,Três Forquilhas,4321832,city,5,185.39118,0,0,0,0.0,2697,True,False
27,2020-07-01,67,RS,Três Palmeiras,4321857,city,46,1077.03114,0,0,0,0.0,4271,True,False
27,2020-07-01,58,RS,Três Passos,4321907,city,361,1510.08115,18,3,0,0.0083,23906,True,False
27,2020-07-01,67,RS,Trindade do Sul,4321956,city,72,1240.9514,5,2,0,0.0278,5802,True,False
27,2020-07-01,71,RS,Triunfo,4322004,city,63,213.28458,5,1,0,0.0159,29538,True,False
27,2020-07-01,70,RS,Tucunduva,4322103,city,1,17.61184,0,0,0,0.0,5678,True,False
27,2020-07-01,65,RS,Tunas,4322152,city,14,306.41278,0,2,0,0.1429,4569,True,False
27,2020-07-01,42,RS,Tupanciretã,4322202,city,15,62.63571,1,1,0,0.0667,23948,True,False
27,2020-07-01,86,RS,Tupandi,4322251,city,14,288.36251,1,0,0,0.0,4855,True,False
27,2020-07-01,5,RS,Tuparendi,4322301,city,1,12.66945,0,0,0,0.0,7893,True,False
27,2020-07-01,5,RS,União da Serra,4322350,city,2,173.31023,0,0,0,0.0,1154,True,False
27,2020-07-01,13,RS,Unistalda,4322376,city,2,85.5432,0,0,0,0.0,2338,True,False
27,2020-07-01,91,RS,Uruguaiana,4322400,city,84,66.15736,2,0,0,0.0,126970,True,False
27,2020-07-01,85,RS,Vacaria,4322509,city,135,203.87206,1,7,0,0.0519,66218,True,False
27,2020-07-01,35,RS,Vale Real,4322541,city,1,16.91189,0,0,0,0.0,5913,True,False
27,2020-07-01,40,RS,Vale Verde,4322525,city,12,343.15127,0,1,0,0.0833,3497,True,False
27,2020-07-01,55,RS,Vanini,4322558,city,12,567.91292,6,0,0,0.0,2113,True,False
27,2020-07-01,80,RS,Venâncio Aires,4322608,city,270,377.3374,10,7,0,0.0259,71554,True,False
27,2020-07-01,50,RS,Vera Cruz,4322707,city,4,14.89037,0,0,0,0.0,26863,True,False
27,2020-07-01,81,RS,Veranópolis,4322806,city,87,331.54224,2,0,0,0.0,26241,True,False
27,2020-07-01,30,RS,Vespasiano Corrêa,4322855,city,7,385.67493,0,0,0,0.0,1815,True,False
27,2020-07-01,42,RS,Viadutos,4322905,city,6,126.15643,0,1,0,0.1667,4756,True,False
27,2020-07-01,101,RS,Viamão,4323002,city,175,68.56722,1,14,1,0.08,255224,True,False
27,2020-07-01,72,RS,Victor Graeff,4323200,city,5,173.49063,1,0,0,0.0,2882,True,False
27,2020-07-01,53,RS,Vila Flores,4323309,city,19,561.29985,2,0,0,0.0,3385,True,False
27,2020-07-01,58,RS,Vila Lângaro,4323358,city,6,286.94405,0,0,0,0.0,2091,True,False
27,2020-07-01,91,RS,Vila Maria,4323408,city,29,665.44286,0,1,0,0.0345,4358,True,False
27,2020-07-01,43,RS,Vila Nova do Sul,4323457,city,12,280.37383,0,0,0,0.0,4280,True,False
27,2020-07-01,65,RS,Vista Alegre do Prata,4323606,city,3,192.1845,0,0,0,0.0,1561,True,False
27,2020-07-01,35,RS,Vista Gaúcha,4323705,city,3,105.22624,0,0,0,0.0,2851,True,False
27,2020-07-01,30,RS,Vitória das Missões,4323754,city,1,31.91829,0,0,0,0.0,3133,True,False
27,2020-07-01,59,RS,Westfália,4323770,city,42,1393.49701,1,0,0,0.0,3014,True,False
27,2020-07-01,65,RS,Xangri-lá,4323804,city,13,79.22964,0,1,0,0.0769,16408,True,False
27,2020-07-01,114,RS,,43,state,28171,247.6084,1230,636,22,0.0226,11377239,True,False
27,2020-07-01,112,SC,,42,state,27279,380.73702,925,347,6,0.0127,7164788,True,False
27,2020-07-01,110,SE,,28,state,25915,1127.3783,504,702,26,0.0271,2298696,True,False
27,2020-07-01,128,SP,,35,state,289935,631.40463,8555,15030,267,0.0518,45919049,True,False
27,2020-06-30,28,AL,Água Branca,2700102,city,27,133.68984,0,0,0,0.0,20196,True,False
27,2020-06-30,69,AL,Anadia,2700201,city,202,1151.32516,25,2,1,0.0099,17545,True,False
27,2020-06-30,74,AL,Arapiraca,2700300,city,3004,1296.24116,257,36,2,0.012,231747,True,False
27,2020-06-30,66,AL,Atalaia,2700409,city,422,894.35202,3,7,0,0.0166,47185,True,False
27,2020-06-30,69,AL,Barra de Santo Antônio,2700508,city,93,583.73086,0,6,0,0.0645,15932,True,False
27,2020-06-30,63,AL,Barra de São Miguel,2700607,city,87,1045.42177,-2,3,0,0.0345,8322,True,False
27,2020-06-30,63,AL,Batalha,2700706,city,174,954.36595,1,4,1,0.023,18232,True,False
27,2020-06-30,40,AL,Belém,2700805,city,23,529.46593,0,1,0,0.0435,4344,True,False
27,2020-06-30,34,AL,Belo Monte,2700904,city,13,193.91408,0,0,0,0.0,6704,True,False
27,2020-06-30,77,AL,Boca da Mata,2701001,city,470,1722.81075,18,9,0,0.0191,27281,True,False
27,2020-06-30,63,AL,Branquinha,2701100,city,70,667.04784,1,1,0,0.0143,10494,True,False
27,2020-06-30,53,AL,Cacimbinhas,2701209,city,38,349.97237,0,2,0,0.0526,10858,True,False
27,2020-06-30,52,AL,Cajueiro,2701308,city,129,606.65914,6,7,1,0.0543,21264,True,False
27,2020-06-30,55,AL,Campestre,2701357,city,38,547.86621,0,3,0,0.0789,6936,True,False
27,2020-06-30,61,AL,Campo Alegre,2701407,city,512,897.25391,-3,5,1,0.0098,57063,True,False
27,2020-06-30,56,AL,Campo Grande,2701506,city,71,742.83323,0,1,0,0.0141,9558,True,False
27,2020-06-30,54,AL,Canapi,2701605,city,10,56.42704,0,1,0,0.1,17722,True,False
27,2020-06-30,71,AL,Capela,2701704,city,353,2070.01701,1,2,0,0.0057,17053,True,False
27,2020-06-30,47,AL,Carneiros,2701803,city,24,264.28807,0,0,0,0.0,9081,True,False
27,2020-06-30,35,AL,Chã Preta,2701902,city,17,232.52633,1,0,0,0.0,7311,True,False
27,2020-06-30,55,AL,Coité do Nóia,2702009,city,56,523.7071,2,0,0,0.0,10693,True,False
27,2020-06-30,61,AL,Colônia Leopoldina,2702108,city,167,769.65619,0,4,1,0.024,21698,True,False
27,2020-06-30,60,AL,Coqueiro Seco,2702207,city,131,2241.23182,0,5,0,0.0382,5845,True,False
27,2020-06-30,63,AL,Coruripe,2702306,city,711,1248.83635,0,18,0,0.0253,56933,True,False
27,2020-06-30,53,AL,Craíbas,2702355,city,213,879.47479,4,1,0,0.0047,24219,True,False
27,2020-06-30,68,AL,Delmiro Gouveia,2702405,city,238,457.55152,16,5,0,0.021,52016,True,False
27,2020-06-30,46,AL,Dois Riachos,2702504,city,28,252.82167,1,0,0,0.0,11075,True,False
27,2020-06-30,39,AL,Estrela de Alagoas,2702553,city,28,153.8039,1,0,0,0.0,18205,True,False
27,2020-06-30,46,AL,Feira Grande,2702603,city,75,338.35604,0,1,0,0.0133,22166,True,False
27,2020-06-30,42,AL,Feliz Deserto,2702702,city,17,357.59361,0,3,1,0.1765,4754,True,False
27,2020-06-30,54,AL,Flexeiras,2702801,city,130,1016.41908,0,3,1,0.0231,12790,True,False
27,2020-06-30,42,AL,Girau do Ponciano,2702900,city,404,987.36467,2,4,0,0.0099,40917,True,False
27,2020-06-30,73,AL,Ibateguara,2703007,city,84,537.90984,1,6,0,0.0714,15616,True,False
27,2020-06-30,51,AL,Igaci,2703106,city,65,253.59916,1,0,0,0.0,25631,True,False
27,2020-06-30,39,AL,Igreja Nova,2703205,city,74,302.05315,1,3,0,0.0405,24499,True,False
27,2020-06-30,94,AL,Importados/Indefinidos,,city,103,,5,7,0,0.068,,True,False
27,2020-06-30,55,AL,Inhapi,2703304,city,4,21.75687,0,0,0,0.0,18385,True,False
27,2020-06-30,39,AL,Jacaré dos Homens,2703403,city,8,152.29393,0,0,0,0.0,5253,True,False
27,2020-06-30,46,AL,Jacuípe,2703502,city,36,512.74747,0,1,0,0.0278,7021,True,False
27,2020-06-30,52,AL,Japaratinga,2703601,city,91,1088.38656,0,1,0,0.011,8361,True,False
27,2020-06-30,60,AL,Jaramataia,2703700,city,15,259.96534,2,0,0,0.0,5770,True,False
27,2020-06-30,60,AL,Jequiá da Praia,2703759,city,245,2115.71675,0,4,0,0.0163,11580,True,False
27,2020-06-30,61,AL,Joaquim Gomes,2703809,city,123,512.64952,-1,7,0,0.0569,23993,True,False
27,2020-06-30,49,AL,Jundiá,2703908,city,13,312.87605,0,3,0,0.2308,4155,True,False
27,2020-06-30,63,AL,Junqueiro,2704005,city,320,1294.13192,-6,6,0,0.0187,24727,True,False
27,2020-06-30,63,AL,Lagoa da Canoa,2704104,city,116,649.78714,1,3,0,0.0259,17852,True,False
27,2020-06-30,69,AL,Limoeiro de Anadia,2704203,city,102,356.20744,0,2,0,0.0196,28635,True,False
27,2020-06-30,115,AL,Maceió,2704302,city,15404,1511.75526,366,600,6,0.039,1018948,True,False
27,2020-06-30,53,AL,Major Isidoro,2704401,city,163,823.06605,1,2,0,0.0123,19804,True,False
27,2020-06-30,68,AL,Maragogi,2704500,city,292,892.85714,0,8,0,0.0274,32704,True,False
27,2020-06-30,51,AL,Maravilha,2704609,city,21,229.18258,0,2,0,0.0952,9163,True,False
27,2020-06-30,89,AL,Marechal Deodoro,2704708,city,1251,2410.35818,4,14,0,0.0112,51901,True,False
27,2020-06-30,71,AL,Maribondo,2704807,city,163,1228.89023,1,6,0,0.0368,13264,True,False
27,2020-06-30,46,AL,Mar Vermelho,2704906,city,14,398.40637,0,0,0,0.0,3514,True,False
27,2020-06-30,41,AL,Mata Grande,2705002,city,7,27.76015,0,0,0,0.0,25216,True,False
27,2020-06-30,66,AL,Matriz de Camaragibe,2705101,city,391,1586.72186,0,9,0,0.023,24642,True,False
27,2020-06-30,58,AL,Messias,2705200,city,199,1114.47133,3,7,0,0.0352,17856,True,False
27,2020-06-30,40,AL,Minador do Negrão,2705309,city,6,112.59148,0,0,0,0.0,5329,True,False
27,2020-06-30,48,AL,Monteirópolis,2705408,city,28,391.11608,0,0,0,0.0,7159,True,False
27,2020-06-30,73,AL,Murici,2705507,city,256,906.644,3,9,0,0.0352,28236,True,False
27,2020-06-30,62,AL,Novo Lino,2705606,city,84,661.93853,0,2,0,0.0238,12690,True,False
27,2020-06-30,67,AL,Olho d'Água das Flores,2705705,city,218,1005.16415,0,4,0,0.0183,21688,True,False
27,2020-06-30,43,AL,Olho d'Água do Casado,2705804,city,6,64.01366,0,0,0,0.0,9373,True,False
27,2020-06-30,39,AL,Olho d'Água Grande,2705903,city,21,409.91606,1,3,1,0.1429,5123,True,False
27,2020-06-30,53,AL,Olivença,2706000,city,32,275.2925,1,0,0,0.0,11624,True,False
27,2020-06-30,40,AL,Ouro Branco,2706109,city,57,495.82463,0,2,0,0.0351,11496,True,False
27,2020-06-30,64,AL,Palestina,2706208,city,58,1157.4536,0,1,0,0.0172,5011,True,False
27,2020-06-30,86,AL,Palmeira dos Índios,2706307,city,390,532.6559,4,9,0,0.0231,73218,True,False
27,2020-06-30,44,AL,Pão de Açúcar,2706406,city,173,709.04545,1,1,0,0.0058,24399,True,False
27,2020-06-30,33,AL,Pariconha,2706422,city,10,94.93971,0,0,0,0.0,10533,True,False
27,2020-06-30,69,AL,Paripueira,2706448,city,81,614.7541,0,7,0,0.0864,13176,True,False
27,2020-06-30,52,AL,Passo de Camaragibe,2706505,city,180,1180.71499,1,4,0,0.0222,15245,True,False
27,2020-06-30,63,AL,Paulo Jacinto,2706604,city,112,1480.69804,1,4,0,0.0357,7564,True,False
27,2020-06-30,64,AL,Penedo,2706703,city,159,249.67417,3,4,0,0.0252,63683,True,False
27,2020-06-30,68,AL,Piaçabuçu,2706802,city,195,1093.84641,1,4,0,0.0205,17827,True,False
27,2020-06-30,72,AL,Pilar,2706901,city,543,1546.52388,0,17,0,0.0313,35111,True,False
27,2020-06-30,53,AL,Pindoba,2707008,city,18,618.98212,0,1,0,0.0556,2908,True,False
27,2020-06-30,46,AL,Piranhas,2707107,city,27,107.83178,0,2,0,0.0741,25039,True,False
27,2020-06-30,53,AL,Poço das Trincheiras,2707206,city,17,118.17044,1,3,0,0.1765,14386,True,False
27,2020-06-30,67,AL,Porto Calvo,2707305,city,462,1700.71784,-1,7,0,0.0152,27165,True,False
27,2020-06-30,47,AL,Porto de Pedras,2707404,city,64,821.98818,-1,1,0,0.0156,7786,True,False
27,2020-06-30,98,AL,Porto Real do Colégio,2707503,city,89,443.53633,0,0,0,0.0,20066,True,False
27,2020-06-30,53,AL,Quebrangulo,2707602,city,93,823.44608,0,1,0,0.0108,11294,True,False
27,2020-06-30,77,AL,Rio Largo,2707701,city,717,954.47284,12,41,1,0.0572,75120,True,False
27,2020-06-30,46,AL,Roteiro,2707800,city,59,885.35414,0,1,0,0.0169,6664,True,False
27,2020-06-30,68,AL,Santa Luzia do Norte,2707909,city,127,1740.67982,1,3,0,0.0236,7296,True,False
27,2020-06-30,61,AL,Santana do Ipanema,2708006,city,259,543.50107,2,7,0,0.027,47654,True,False
27,2020-06-30,40,AL,Santana do Mundaú,2708105,city,52,484.17132,0,3,0,0.0577,10740,True,False
27,2020-06-30,39,AL,São Brás,2708204,city,40,574.63008,0,0,0,0.0,6961,True,False
27,2020-06-30,56,AL,São José da Laje,2708303,city,338,1412.63008,6,2,0,0.0059,23927,True,False
27,2020-06-30,48,AL,São José da Tapera,2708402,city,96,297.58215,0,2,0,0.0208,32260,True,False
27,2020-06-30,54,AL,São Luís do Quitunde,2708501,city,379,1096.8022,0,11,0,0.029,34555,True,False
27,2020-06-30,68,AL,São Miguel dos Campos,2708600,city,825,1346.91679,46,16,1,0.0194,61251,True,False
27,2020-06-30,74,AL,São Miguel dos Milagres,2708709,city,93,1169.66419,-1,2,0,0.0215,7951,True,False
27,2020-06-30,67,AL,São Sebastião,2708808,city,409,1197.58726,1,3,0,0.0073,34152,True,False
27,2020-06-30,78,AL,Satuba,2708907,city,320,2314.14521,7,16,0,0.05,13828,True,False
27,2020-06-30,43,AL,Senador Rui Palmeira,2708956,city,26,187.45494,0,2,1,0.0769,13870,True,False
27,2020-06-30,47,AL,Tanque d'Arca,2709004,city,53,860.11035,0,1,0,0.0189,6162,True,False
27,2020-06-30,62,AL,Taquarana,2709103,city,137,685.68569,1,1,0,0.0073,19980,True,False
27,2020-06-30,60,AL,Teotônio Vilela,2709152,city,655,1482.94052,1,9,0,0.0137,44169,True,False
27,2020-06-30,39,AL,Traipu,2709202,city,76,274.21974,0,0,0,0.0,27715,True,False
27,2020-06-30,76,AL,União dos Palmares,2709301,city,500,762.06734,41,19,1,0.038,65611,True,False
27,2020-06-30,74,AL,Viçosa,2709400,city,143,555.70668,1,2,0,0.014,25733,True,False
27,2020-06-30,58,AM,Alvarães,1300029,city,964,6009.6004,38,13,0,0.0135,16041,True,False
27,2020-06-30,68,AM,Amaturá,1300060,city,415,3597.43412,6,8,0,0.0193,11536,True,False
